FIRST NAME,LAST NAME,OTHER NAME,GENDER,SPORT,EVENT/POSITION/CLASS,OLYMPIC EXPERIENCE,HEIGHT,WEIGHT,DOB,BIRTH CITY,BIRTH STATE,HOMETOWN CITY,HOMETOWN STATE,CURRENT RESIDENCE,CURRENT STATE,SCHOOL/COLLEGE
Colleen ,Quigley,,F,Track and Field,3000m Steeplechase,none,"5'9""",135,11/20/1992,St. Louis,Mo.,St. Louis,Mo. ,Portland,Ore.,"Florida State University '15, Dietetics"
Brittney,Reese,,F,Track and Field,Long Jump,2008; 2012-G,"5'8""",136,9/9/1986,Inglewood,California,Gulfport,Miss.,Chula Vista,Calif.,"University of Mississippi '08, English"
Gil,Roberts,,M,Track and Field,400m,none,"6'2""",180,3/15/1989,Oklahoma City,Okla. ,Oklahoma City,Okla. ,Los Angeles,Calif.,"Texas Tech University '11, Sociology "
Ricky,Robertson,,M,Track and Field,High Jump,none,"5'11""",165,9/19/1990,Mount Holly,N.J. ,Hernando,Miss.,Chula Vista,Calif.,"University of Mississippi '14, Criminal Justice/Psychology"
Byron,Robinson,,M,Track and Field,400m Hurdles,none,"5'9""",165,5/10/1995,Richmond,Va. ,Chesapeake,Va. ,Austin,Texas,"University of Texas '17, Government"
Michael,Rodgers,,M,Track and Field,4x100m,none,"5'9""",178,4/24/1985,St. Louis,Mo. ,Florissant,Mo. ,Round Rock,Texas,Oklahoma Baptist University '06
Brianna,Rollins,,F,Track and Field,100m Hurdles,none,"5'5""",130,8/18/1991,Miami,Fla.,Miami,Fla.,Canoga,Calif.,Clemson University '13
Shannon,Rowbury,,F,Track and Field,"1,500m",2008;2012,"5'5""",115,9/19/1984,San Francisco,Calif.,San Francisco,Calif.,San Francisco,Calif.,Duke '07
Raven,Saunders,,F,Track and Field ,Shot Put,none,"5'5""",240,5/15/1996,Charleston,S.C. ,Charleston,S.C. ,Oxford,Miss.,"University of Mississippi '18, General Studies"
Cale,Simmons,,M,Track and Field,Pole Vault,none,"6'0""",145,2/5/1991,Oklahoma City,Okla. ,Rocklin,Calif.,Colorado Springs,Colo.,"Air Force Academy '13, Science"
Jenny,Simpson,,F,Track and Field,"1,500m",2008; 2012,"5'5""",118,8/23/1986,Webster City,Iowa,Boulder,Colo.,Boulder,Colo.,Colorado (2009 grad)
Ashley,Spencer,,F,Track and Field,400m Hurdles,none,"5'10""",130,6/8/1993,Indianapolis,Ind.,Indianapolis,Ind.,Austin,Texas,Illinois '15
Deajah,Stevens,,F,Track and Field,200m ,none,"5'9""",142,5/19/1995,Baltimore,Md.,Bayside,N.Y.,Eugene,Ore.,University of Oregon
Jenn,Suhr,,F,Track and Field,Pole Vault,2008-S; 2012-G,"6'0""",145,2/5/1982,Fredonia,N.Y. ,Fredonia,N.Y. ,Churchville,N.Y. ,Roberts Wesleyan '05
Jeremy,Taiwo,,M,Track and Field,Decathlon,none,"6'4""",200,1/15/1990,Seattle,Wash.,Renton,Wash.,Renton,Wash.,"University of Washinton '13, Latin American Studies"
Christian,Taylor,,M,Track and Field,Triple Jump,2012-G,"6'2""",180,6/18/1990,Uniondale,N.Y. ,Fayetteville,Ga.,Gainesville,Fla.,University of Florida '12
Michael,Tinsley,,M,Track and Field,400m hurdles,2012-S,"6'1""",165,4/21/1984,Little Rock,Ark.,Little Rock,Ark.,Round Rock,Texas,Jackson State '05
Shelbi,Vaughan,,F,Track and Field,Discus Throw,none,"6'0""",280,8/24/1994,Weatherford,Texas,Weatherford,Texas,Weatherford,Texas,"Texas A&M University '16, Sports Management"
David,Verburg,,M,Track and Field,400m,none,"5'8""",155,5/14/1991,Gainesville,Fla.,Lynchburg,Va.,Gainesville,Fla.,"George Mason '13, Sports Management"
Ariana,Washington,,F,Track and Field,4x100m,none,"5'9""",135,8/27/1996,Signal Hill,Calif.,Long Beach,Calif.,Signal Hill,Calif.,"University of Oregon '19, Education"
Ameer,Webb,,M,Track and Field,200m,none,"5'11""",180,3/19/1991,Harbor City,Calif.,Harbor City,Calif. ,Apple Valley,Calif.,"Texas A&M University, Criminal Justice"
Alexis,Weeks,,F,Track and Field,Pole Vault,none,"5'6""",130,11/20/1996,Jacksonville,Ark.,Cabot,Ark. ,Fayetteville,Ark. ,"University of Arkansas , Chemistry"
Chrishuna,Williams,,F,Track and Field,800m,none,"5'3""",120,3/31/1993,Bossier City,La.,Dallas,Texas,Fayetteville,Ark. ,"University of Arkansas '15, Human Development and Life Science"
Kendell,Williams,,F,Track and Field,Heptathlon,none,"5'10""",148,6/14/1995,Arlington,Va.,Kennesaw,Ga.,Kennesaw,Ga.,"University of Georgia, Public Relations"
Aje_,Wilson,,F,Track and Field,800m,none,"5'8""",135,5/8/1994,Philadelphia,Pa.,Philadelphia,Pa.,Philadelphia,Pa.,"Temple University '16, Kinesiology"
Kara,Winger,,F,Track and Field,Javelin Throw,2008-15th; 2012-22nd,"6'0""",185,4/10/1986,Seattle,Wash.,Vancouver,Wash.,Colorado Springs,Colo.,"Purdue University '09, Nutrition, Ftiness and Health; DeVry University, MBA"
Rudy ,Winkler,,M,Track and Field ,Hammer Throw,none,"6'2""",240,12/6/1994,Albany,N.Y. ,Ithaca,N.Y. ,Ithaca,N.Y. ,"Cornell University '17, Information Science "
Zach,Ziemek,,M,Track and Field,Decathlon,none,"6'4""",195,2/23/1993,Elmhurst,Ill.,Itasca,Ill.,Itasca,Ill.,"University of Wisconsin '16, Nautical Engineering"
Meb,Keflezighi,,M,Track and Field,Marathon,2000; 2004-S; 2012,"5'5""",125,5/5/1975,Asmara,Eritrea,San Diego,Calif. ,San Diego,Calif.,UCLA - Communications (1998)
John,Nunn,,M,Track and Field,50K Race Walk,2004; 2012,"6'2""",172,2/3/1978,Durango,Colo.,Evansville,Ind. ,Bonsall,Calif.,University of Wisconsin - Parkside (1997)
Miranda,Melville,,F,Track and Field,20K Race Walk,none,"5'2""",110,3/20/1989,Rochester,N.Y. ,Rochester,N.Y. ,San Diego,Calif.,"University of Wisconsin - Parkside '11, Psychology/Biology"
Maria,Michta-Coffey,,F,Track and Field,20K Race Walk,2012,"5'5""",110,6/23/1986,Stony Brook,N.Y. ,Nesconset,N.Y. ,Farmingville,N.Y. ,"C.W. Post '08, Biology, Mount Sinai School of Medicine '14, PhD Microbiology"
Galen,Rupp,,M,Track and Field,"Marathon, 10,000m ",2008; 2012-S,"5'11""",135,5/8/1986,Portland,Ore.,Portland,Ore.,Portland,Ore.,University of Oregon - Business (2009)
Jared,Ward,,M,Track and Field,Marathon,None,"5'10""",145,9/9/1988,Layton,Utah,Kaysville,Utah,Provo,Utah,"Brigham Young University '15, Statistical Science"
Amy,Cragg,,F,Track and Field,Marathon,2012,"5'4""",100,1/21/1984,Long Beach,Calif.,Leavenworth,Kan.,Portland,Ore.,"Arizona State University '07, Kinesiology"
Shalane,Flanagan,,F,Track and Field,Marathon,2004; 2008-B; 2012,"5'5""",105,7/8/1981,Boulder,Colo.,Marblehead,Mass.,Portland,Ore.,University of North Carolina - History (2004)
Desiree,Linden,,F,Track and Field,Marathon,2012,"5'1""",96,7/26/1983,San Diego,Calif.,Chula Vista,Calif. ,Washington Township,Mich.,Arizona State University - Psychology (2005)
Greg,Billington,,M,Triathlon,Men's,none,"5'9""",145,5/30/1989,Spokane,Wash.,Spokane,Wash.,Poway,Calif.,"Wake Forest University '11, Economics and Exercise Science"
Ben,Kanute,,M,Triathlon,Men's,none,"6'0""",155,12/14/1992,Winfield,Ill.,Geneva,Ill.,Geneva,Ill.,"University of Arizona '14, Phsiology"
Joe,Maloy,,M,Triathlon,Men's,none,"5'9""",142,12/20/1985,Somers Point,N.J.,Wildwood Crest,N.J.,Poway,Calif.,"Boston College '10, Administrative Studies"
Gwen,Jorgensen,,F,Triathlon,Women's,2012,"5'10""",130,4/25/1986,Waukesha,Wis.,St. Paul,Minn.,St. Paul,Minn.,University of Wisconsin - Madison - Accounting (2008)
Sarah,TRUE,Groff (maiden name),F,Triathlon,Women's,2012,"5'8""",138,11/27/1981,Hanover,N.H.,Hanover,N.H.,West Lebanon,N.H.,Middlebury College - Conservation Biology/Studio Art (2004)
Katie,Zaferes,Hursey,F,Triathlon,Women's,none,"5'8""",130,6/9/1989,Baltimore,Md.,Hampstead,Md.,Hampstead,Md.,"Syracuse University '12, Physical Education"
Matt,Anderson,,M,Indoor Volleyball,Outside Hitter,2012,"6'9""",190,4/18/1987,Buffalo,N.Y.,West Seneca,N.Y.,Stuart,Fla.,Penn State - Kinesiology
Micah,Christenson,,M,Indoor Volleyball,Setter,none,"6'6""",190,5/8/1993,Honolulu,Hawaii,Honolulu,Hawaii,Redondo Beach,Calif.,USC
Max ,Holt,,M,Indoor Volleyball,Middle Blocker,none,"6'10""",198,3/12/1987,Cincinnati,Ohio,Cincinnati,Ohio,Orange County,Calif.,Penn State - Journalism (2009 grad)
Thomas,Jaeschke,,M,Indoor Volleyball,Outside Hitter,none,"6'6""",200,9/4/1993,Wheaton,Ill.,Wheaton,Ill.,Wheaton,Ill.,Loyola University Chicago
David,Lee,,M,Indoor Volleyball,Middle Blocker,2008-G; 2012,"6'8""",231,3/8/1982,El Cajon,Calif.,Alpine,Calif.,Alpine,Calif.,Long Beach State - Human Development
Reid,Priddy,,M,Indoor Volleyball,Outside Hitter,2004; 2008-G; 2012,"6'4""",196,10/1/1977,Richmond,Va.,Richmond,Va.,Las Vegas,Nev.,Loyola Marymount - Communication Studies (2000 grad)
Aaron,Russell,,M,Indoor Volleyball,Outside Hitter,none,"6'9""",205,6/4/1993,Arbutus ,Md.,Ellicott City,Md.,Ellicott City,Md.,Penn State
Taylor,Sander,,M,Indoor Volleyball,Outside Hitter,none,"6'4""",190,3/17/1992,Fountain Valley,Calif.,Corona,Calif.,Huntington Beach,Calif.,BYU
Kawika,Shoji,,M,Indoor Volleyball,Setter,none,"6'3""",194,11/11/1987,Honolulu,Hawaii,Honolulu,Hawaii,Honolulu,Hawaii,Stanford - Political Science (2010 grad)
Erik,Shoji,,M,Indoor Volleyball,Libero,none,"6'0""",160,8/24/1989,Honolulu,Hawaii,Honolulu,Hawaii,Honolulu,Hawaii,Stanford
David,Smith,,M,Indoor Volleyball,"Indoor, MB",2012,"6'7""",200,5/15/1985,Panorama City,Calif.,Saugus,Calif.,Clovis,Calif.,University of California- Irvine
Murphy,Troy,,M,Indoor Volleyball,Outside Hitter,none,"6'8""",235,5/31/1989,St. Louis,Mo.,St. Louis,Mo.,Newport Beach,Calif.,USC - Physics
Rachael,Adams,,F,Indoor Volleyball,Middle Blocker,none,"6'2""",178,6/3/1990,Cincinnati,Ohio,Cincinnati,Ohio,Cincinnati,Ohio,University of Texas - Advertising
Foluke,Akinradewo,,F,Indoor Volleyball,Middle Blocker,2012-S,"6'3""",170,10/5/1987,London,Ontario,Ft. Lauderdale,Fla.,Plantation,Fla.,Stanford University
Kayla,Banwarth,,F,Indoor Volleyball,Libero,none,"5'10""",155,1/21/1989,Dubuque,Iowa,Dubuque,Iowa,Costa Mesa,Calif.,University of Nebraska - English (2012 grad)
Christa,Dietzen,Harmotto,F,Indoor Volleyball,Middle Blocker,2012-S,"6'2""",174,10/12/1986,Sewickley,Pa.,Hopewell,Pa.,Orange  ,Calif.,Penn State - Elementary Education (2009 grad)
Alisha,Glass,,F,Indoor Volleyball,Setter,none,"6'0""",158,4/5/1988,Traverse City,Mich.,Leland,Mich.,Lake Leelanau,Mich.,"Penn State - Kinesiology, Human Devlopment and Family Studies minor"
Kim,Hill,,F,Indoor Volleyball,Outside Hitter,none,"6'4""",159,11/30/1989,Portland,Ore.,Portland,Ore.,Vancouver,Wash.,Pepperdine University
Jordan,Larson,,F,Indoor Volleyball,Outside Hitter,2012-S,"6'2""",150,10/16/1986,Fremont,Neb.,Hooper,Neb.,Hooper,Neb.,"University of Nebraska - Communication, Psychology minor (2008 grad)"
Carli,Lloyd,,F,Indoor Volleyball,Setter,none,"5'11""",165,8/6/1989,Fallbrook,Calif.,Bonsall,Calif.,Bonsall,Calif.,University of California-Berkeley - Social Welfare (2011 grad)
Karsta,Lowe,,F,Indoor Volleyball,Opposite,none,"6'4""",180,2/2/1993,San Diego ,Calif.,San Diego,Calif.,Rancho Santa Fe,Calif.,UCLA
Kelly,Murphy,,F,Indoor Volleyball,Opposite,none,"6'2""",170,10/20/1989,Joliet,Ill.,Wilmington,Ill.,Wilmington,Ill.,Florida - Elementary Education
Kelsey,Robinson,,F,Indoor Volleyball,Outside Hitter,none,"6'2""",155,6/25/1992,Elmhurt,Ill.,Bartlett,Ill.,Bartlett,Ill.,University of Nebraska
Courtney,Thompson,,F,Indoor Volleyball,Setter,2012-S,"5'8""",145,11/4/1984,Bellevue,Wash.,Kent,Wash.,Kent,Calif.,University of Washington
Phil,Dalhausser,,M,Beach Volleyball,Beach,2008-G; 2012,"6'9""",205,1/26/1980,Baden,Switzerland,Ormond Beach,Fla.,Manhattan Beach,Calif.,Univerity of Central Florida - Business Administration
Jake,Gibb,,M,Beach Volleyball,Beach,2008; 2012,"6'7""",210,2/6/1976,Bountiful,Utah,Bountiful,Utah,Huntington Beach,Calif.,University of Utah - Business (2002 grad)
Nick,Lucena,,M,Beach Volleyball,Beach,none,"6'1""",185,9/22/1979,Davie,Fla.,Cooper City,Fla.,Tallahassee,Fla.,Florida State - Sport Management
Casey,Patterson,,M,Beach Volleyball,Beach,none,"6'6""",195,4/20/1980,Van Nuys,Calif.,Newbury Park,Calif.,Huntington Beach,Calif.,BYU
Lauren,Fendrick,,F,Beach Volleyball,Beach,none,"6'1""",166,3/20/1982,San Diego,Calif.,Carlsbad,Calif.,Hermosa Beach,Calif.,"UCLA, USC"
April,Ross,,F,Beach Volleyball,Beach,2012-S,"6'1""",165,6/20/1982,Costa Mesa,Calif.,Costa Mesa,Calif.,Costa Mesa,Calif.,USC
Brooke,Sweat,,F,Beach Volleyball,Beach,none,"5'8""",154,3/27/1986,Fort Myers,Fla.,Estero,Fla.,Estero,Fla.,Florida Gulf Coast University
Kerri,Walsh Jennings,,F,Beach Volleyball,Beach,2000; 2004-G; 2008-G; 2012-G,"6'3""",160,8/15/1978,Santa Clara,Calif.,Saratoga,Calif.,Manhattan Beach,Calif.,Stanford
Tony,Azevedo,,M,Water Polo,Attacker,2000; 2004; 2008-S; 2012,"6'1""",198,11/21/1981,Rio de Janeiro,Brazil,Long Beach,Calif.,Long Beach,Calif.,Stanford 2004
McQuin,Baron,,M,Water Polo,Goalkeeper,none,"6'8""",205,10/27/1995,Laguna Beach,Calif.,North Tustin,Calif.,North Tustin,Calif.,USC 2018
Bret,Bonanni,,M,Water Polo,Attacker,none,"6'4""",205,1/20/1994,Newport Beach,Calif.,Huntington Beach,Calif.,Huntington Beach,Calif.,Stanford 2016
Alex,Bowen,,M,Water Polo,Attacker,none,"6'5""",220,9/4/1993,San Diego,Calif.,Santee,Calif.,Santee,Calif.,Stanford 2015
Luca,Cupido,,M,Water Polo,Attacker,none,"6'4""",210,11/9/1995,Genova,Italy,Newport Beach,Calif.,Newport Beach,Calif.,UC Berkeley 2018
Thomas,Dunstan,,M,Water Polo,Attacker (L),none,"6'3.5""",200,9/29/1997,Norwalk,Conn.,New Canaan,Conn.,Newport Coast,Calif.,Mater Dei HS 2016
Ben,Hallock,,M,Water Polo,Center,none,"6'6""",235,11/22/1997,Santa Barbara,Calif.,Westlake Village,Calif.,Studio City,Calif.,Stanford 2020
John,Mann,,M,Water Polo,Center,2012,"6'6""",250,6/27/1985,Beverly Hills,Calif.,Newport Beach,Calif.,Pasadena,Calif.,UC Berkeley 2007
Merrill,Moses,,M,Water Polo,Goalkeeper,2008-S; 2012,"6'3""",215,8/13/1977,Harbor City,Calif.,Newbury Park,Calif.,Newbury Park,Calif.,Pepperdine 2000 - Public Relations
Alex,Obert,,M,Water Polo,Center,none,"6'5""",233,12/18/1991,Yorba Linda,Calif.,Loomis,Calif.,Loomis,Calif.,Pacific 2015
Alex,Roelse,,M,Water Polo,Defender,none,"6'8""",255,1/10/1995,Netherlands,Netherlands,Westwoods,Calif.,Los Angeles,Calif.,UCLA 2018
Josh,Samuels,,M,Water Polo,Attacker,none,"6'4""",210,7/8/1991,Newport Beach,Calif.,Villa Park,Calif.,Villa Park,Calif.,UCLA 2013
Jesse,Smith,,M,Water Polo,Defender,"2004: 2008-S, 2012","6'4""",233,4/27/1983,Coronado,Calif.,Coronado,Calif.,Coronado,Calif.,Pepperdine 2005
KK,Clark,,F,Water Polo,Defender,none,"6'2""",160,6/28/1990,Palo Alto,Calif. ,Atherton,Calif.,Hermosa Beach,Calif.,UCLA 2012
Kami,Craig,,F,Water Polo,Center,2008-S; 2012-G,"5'11""",195,7/21/1987,San Luis Obispo,Calif.,Santa Barbara,Calif.,Santa Ynez,Calif.,USC 2011
Rachel,Fattal,,F,Water Polo,Attacker,none,"5'8""",145,12/10/1993,Los Alamitos,Calif.,Seal Beach,Calif.,Seal Beach,Calif.,UCLA 2016
Aria,Fischer,,F,Water Polo,Attacker,none,"6'0""",173,3/2/1999,Laguna Beach,Calif.,Laguna Beach,Calif.,Laguna Beach,Calif.,Laguna Beach HS 2017
Makenzie,Fischer,,F,Water Polo,Defender,none,"6'1""",165,3/29/1997,Laguna Beach,Calif.,Laguna Beach,Calif.,Laguna Beach,Calif.,Stanford 2020
Kaleigh,Gilchrist,,F,Water Polo,Attacker,none,"5'9""",170,5/16/1992,Newport Beach,Calif. ,Newport Beach,Calif. ,Newport Beach,Calif.,USC 2014
Sami,Hill,,F,Water Polo,Goalkeeper,none,"6'0""",197,6/8/1992,Honolulu,Hawaii,Santa Barbara,Calif. ,Santa Barbara,Calif.,UCLA 2015
Ashleigh,Johnson,,F,Water Polo,Goalkeeper,none,"6'1""",180,9/12/1994,Miami,Fla.,Miami,Fla.,Long Beach,Calif.,Princeton 2017
Courtney,Mathewson,,F,Water Polo,Attacker,2012-G,"5'7""",154,9/14/1986,Orange,Calif.,Anaheim,Calif.,Anaheim Hills,Calif.,UCLA 2008 - Sociology
Maddie,Musselman,,F,Water Polo,Attacker,none,"5'11""",145,6/16/1998,Newport Beach,Calif.,Newport Beach,Calif.,Newport Beach,Calif.,UCLA 2020
Kiley,Neushul,,F,Water Polo,Attacker,none,"5'8""",145,3/5/1993,Goleta,Calif. ,Isla Vista,Calif. ,Goleta,Calif.,Stanford 2015
Melissa,Seidemann,,F,Water Polo,Defender,2012-G,"6'0""",230,6/26/1990,Hoffman Estates,Ill.,Walnut Creek,Calif.,Walnut Creek,Calif.,Stanford 2012
Maggie,Steffens,,F,Water Polo,Defender,2012-G,"5'8""",165,6/4/1993,San Ramon,Calif. ,Danville,Calif. ,Danville,Calif.,Stanford 2016
Jenny,Arthur,,F,Weightlifting,69 kg.,None,"5'5""",165,12/11/1993,Gainesville,Ga.,Gainesville,Ga.,Colorado Springs,Colo. ,Chestatee High School (2012)
Kendrick ,Farris,,M,Weightlifting,94 kg.,"2008, 2012","5'6""",207,7/2/1986,Stoner Hill,La.,Shreveport,La.,Shreveport,La.,C.E. Byrd High School
Morghan ,King,,F,Weightlifting,48 kg.,none,"5'0""",110,10/8/1985,Seattle,Wash.,Redmond,Wash. ,Colorado Springs,Colo.,"Notre Dame de Namur University '04, Graphic Design"
Sarah,Robles,,F,Weightlifting, +75 kg.,2012,"5'10""",310,8/1/1988,San Diego ,Calif.,Desert Hot Springs,Calif.,,,Mt. San Jacinto College/DeVry University
Andy,Bisek,,M,Wrestling,Greco-Roman 75 kg.,none,"5'10""",180,8/18/1986,Waconia,Minn. ,Chaska,Minn.,Colorado Springs,Colo.,Northern Michigan
Jordan,Burroughs,,M,Wrestling,Freestyle 74 kg.,2012-G,"5'7""",175,7/8/1988,Camden,N.J. ,Sicklerville,N.J. ,Lincoln,Neb.,Nebraska
J'den,Cox,,M,Wrestling,Freestyle 86 kg.,none,"5'11""",189,3/3/1995,Columbia,Mo.,Columbia,Mo. ,Columbia,Mo.,University of Missouri (2017)
Daniel,Dennis,,M,Wrestling,Freestyle 57 kg.,none,"5'5""",125,9/24/1986,Houston,Texas,Ingleside,Ill.,Iowa City,Iowa,Iowa
Tervel,Dlagnev,,M,Wrestling,Freestyle 125 kg.,2012,"6'2""",270,11/19/1985,Sofia,Bulgaria,Columbus,Ohio,Columbus,Ohio,Nebraska-Kearney
Frank,Molinaro,,M,Wrestling,Freestyle 65 kg.,none,"5'4""",155,12/27/1988,Red Bank,N.J. ,Barnegat,N.J. ,State College,Pa.,Penn State University '12
Ben,Provisor,,M,Wrestling,Greco-Roman 85 kg.,2012,"5'8""",195,6/26/1990,Stevens Point,Wis.,Colorado Springs,Colo. ,Stevens Point,Wis. ,Northern Michigan
Robby,Smith,,M,Wrestling,Greco-Roman 130 kg.,none,"6'0""",280,1/30/1987,Colorado Springs,Colo. ,San Ramon,Calif. ,Colorado Springs,Colo.,Northern Michigan
Kyle,Snyder,,M,Wrestling,Freestyle 97 kg.,none,"5'11""",225,11/20/1995,Woodbine,Md.,Woodbine,Md. ,Woodbine,Md.,Ohio State
Jesse,Thielke,,M,Wrestling,Greco-Roman 59 kg.,none,"5'7""",150,6/9/1992,West Bend,Wis.,Germantown,Wis.,Colorado Springs,Colo.,Wisconsin
Haley,Augello,,F,Wrestling,Freestyle 48 kg.,none,"5'2""",118,10/17/1994,Lockport,Ill.,Lockport,Ill.,Colorado Springs,Colo. ,King University
Adeline,Gray,,F,Wrestling,Freestyle 75 kg.,none,"5'8""",170,1/15/1991,Denver,Colo.,Denver,Colo. ,Colorado Springs,Colo.,"University of Colorado, Colorado Springs"
Helen,Maroulis,,F,Wrestling,Freestyle 53 kg.,none,"5'4""",125,9/19/1991,Olney,Md.,Rocky Point,Md.,Rockville,Md. ,"Simon Fraser, Missouri Baptist"
Elena,Pirozhkova,,F,Wrestling,Freestyle 63 kg.,2012,"5'6""",158,10/13/1986,Novokuznetsk,Russia,Greenfield,Mass.,Colorado Springs,Colo.,UCCS
